review_id,company,language,sentiment,rating,city,age_group,customer_type,service_type,timestamp,review_text
1598,Vodafone Egypt,English,Positive,4,Ismailia,36-45,Business User,Mobile Plan,2025-02-11 09:58,good value for the package I use it every day. in Ismailia for work on Mobile Plan honestly 🔥
3497,WE Telecom Egypt,Arabic,Negative,2,Ismailia,36-45,Student,Mobile Plan,2025-03-07 06:32,فيه تأخير في الرد ومش لاقي حل في Ismailia. أنا student. على Mobile Plan. يعني 🔥
6959,Orange Egypt,English,Mixed,3,Mansoura,46-60,Remote Worker,Fiber Internet,2025-01-25 21:40,"fast internet but poor support Good in some parts, bad in others. in Mansoura as a remote worker on Fiber Internet overall 🙂"
1412,Vodafone Egypt,English,Highly Positive,5,Assiut,26-35,Gamer,Fiber Internet,2025-11-11 02:23,fast internet with low latency No major issues so far. in Assiut as a gamer on Fiber Internet sometimes ...
6422,Orange Egypt,English,Highly Positive,5,Port Said,46-60,Student,Fiber Internet,2026-06-11 05:45,customer support was helpful I use it every day. in Port Said as a student on Fiber Internet overall ...
4264,WE Telecom Egypt,English,Neutral,3,Aswan,26-35,Remote Worker,Mobile Data,2026-03-09 21:50,average service overall in Aswan as a remote worker on Mobile Data overall ...
641,Vodafone Egypt,Arabic,Mixed,3,Port Said,26-35,Casual Customer,Mobile Data,2025-11-05 11:26,السرعة حلوة بس الدعم ضعيف مع إن فيه عيوب واضحة في Port Said. أنا casual customer. على Mobile Data. تقريبا 😕
7704,Etisalat Egypt,Arabic,Highly Positive,5,Alexandria,46-60,Heavy User,Mobile Data,2025-04-14 14:29,النت سريع ومستقر والخدمة فعلا ممتازة في Alexandria. أنا heavy user. على Mobile Data. يعني ..
2259,Vodafone Egypt,English,Negative,2,Ismailia,26-35,Student,Mobile Plan,2025-11-29 08:03,internet is painfully slow Not worth the money. in Ismailia as a student on Mobile Plan sometimes ...
1679,Vodafone Egypt,English,Neutral,3,Port Said,26-35,Heavy User,Mobile Plan,2026-01-20 21:18,standard experience in Port Said as a heavy user on Mobile Plan pretty much ...
8647,Etisalat Egypt,Arabic,Highly Negative,1,Cairo,46-60,Elderly User,Mobile Plan,2025-01-25 14:34,فيه تأخير في الرد وده مسبب لي مشكلة كبيرة في Cairo. أنا elderly user. على Mobile Plan. للأسف ..
9637,Etisalat Egypt,English,Negative,2,Alexandria,46-60,Gamer,Mobile Data,2025-10-07 15:05,way too expensive for the service Very frustrating. in Alexandria as a gamer on Mobile Data sometimes ...
94,Vodafone Egypt,Arabic,Highly Positive,5,Luxor,26-35,Business User,Mobile Plan,2025-09-29 10:39,الشبكة قوية في منطقتي والخدمة فعلا ممتازة في Luxor. للشغل. على Mobile Plan. يعني 🙂
9370,Etisalat Egypt,English,Neutral,3,Tanta,46-60,Casual Customer,Mobile Plan,2026-01-10 05:48,decent for browsing in Tanta as a casual customer on Mobile Plan pretty much ...
7047,Orange Egypt,English,Mixed,3,Luxor,18-25,Heavy User,Mobile Plan,2025-05-08 03:34,"nice offers, annoying app bugs Good in some parts, bad in others. in Luxor as a heavy user on Mobile Plan literally 🙂"
4177,WE Telecom Egypt,English,Neutral,3,Cairo,36-45,Heavy User,Mobile Data,2026-06-07 08:41,standard experience in Cairo as a heavy user on Mobile Data overall 🔥
7451,Orange Egypt,English,Highly Negative,1,Luxor,36-45,Business User,Mobile Data,2026-06-29 10:44,the app keeps crashing Very frustrating. in Luxor for work on Mobile Data honestly 😐
4925,WE Telecom Egypt,English,Highly Negative,1,Aswan,46-60,Remote Worker,Mobile Data,2026-02-01 02:16,billing is confusing Totally unreliable. in Aswan as a remote worker on Mobile Data honestly 🙂
7844,Etisalat Egypt,Arabic,Positive,4,Alexandria,26-35,Casual Customer,Fiber Internet,2026-04-26 22:15,خدمة العملاء محترمة وبيوفر لي الوقت في Alexandria. أنا casual customer. على Fiber Internet. يعني !!!
3811,WE Telecom Egypt,English,Highly Positive,5,Tanta,26-35,Casual Customer,Fiber Internet,2025-08-27 10:46,good value for the package Works better than expected. in Tanta as a casual customer on Fiber Internet sometimes 😐
1458,Vodafone Egypt,English,Highly Positive,5,Alexandria,18-25,Parent,Fiber Internet,2025-09-03 01:41,reliable network in my area Really happy with it. in Alexandria as a parent on Fiber Internet pretty much 🙂
3141,WE Telecom Egypt,Arabic,Mixed,3,Port Said,18-25,Casual Customer,Mobile Plan,2026-01-08 16:54,التطبيق مفيد لكن فيه bugs مع إن فيه عيوب واضحة في Port Said. أنا casual customer. على Mobile Plan. يعني ..
899,Vodafone Egypt,Arabic,Negative,2,Giza,46-60,Heavy User,Mobile Data,2026-06-15 06:56,فيه تأخير في الرد ومش لاقي حل في Giza. أنا heavy user. على Mobile Data. للأسف !!!
8836,Etisalat Egypt,English,Highly Positive,5,Giza,26-35,Gamer,Home Internet,2025-10-21 14:01,calls are crystal clear Works better than expected. in Giza as a gamer on Home Internet sometimes 🔥
4187,WE Telecom Egypt,English,Neutral,3,Ismailia,26-35,Remote Worker,Fiber Internet,2025-04-15 20:20,it gets the job done in Ismailia as a remote worker on Fiber Internet honestly ...
2664,WE Telecom Egypt,Arabic,Highly Positive,5,Assiut,26-35,Business User,Mobile Data,2025-02-07 11:43,التحميل سريع ومرتاح جدًا في الاستخدام في Assiut. للشغل. على Mobile Data. للأسف 🙂
4013,WE Telecom Egypt,English,Positive,4,Assiut,18-25,Heavy User,Mobile Plan,2026-04-16 03:35,customer support was helpful No major issues so far. in Assiut as a heavy user on Mobile Plan overall 🔥
7313,Orange Egypt,English,Highly Negative,1,Tanta,18-25,Student,Fiber Internet,2025-07-25 07:54,billing is confusing Totally unreliable. in Tanta as a student on Fiber Internet overall ...
391,Vodafone Egypt,Arabic,Positive,4,Aswan,26-35,Heavy User,Mobile Data,2025-09-18 19:12,المكالمات واضحة جدا ومرتاح جدًا في الاستخدام في Aswan. أنا heavy user. على Mobile Data. بصراحة !!!
8051,Etisalat Egypt,Arabic,Neutral,3,Port Said,18-25,Student,Mobile Plan,2025-01-21 12:31,الخدمة عادية في Port Said. أنا student. على Mobile Plan. تقريبا 🙂
3268,WE Telecom Egypt,Arabic,Mixed,3,Luxor,26-35,Business User,Mobile Plan,2025-12-07 11:56,الشبكة كويسة لكن الأسعار عالية بس محتاج تحسين في Luxor. للشغل. على Mobile Plan. تقريبا !!!
5535,Orange Egypt,Arabic,Neutral,3,Port Said,18-25,Elderly User,Mobile Data,2026-03-10 18:00,النت ماشي الحال في Port Said. أنا elderly user. على Mobile Data. بصراحة 🙂
6900,Orange Egypt,English,Mixed,3,Aswan,36-45,Casual Customer,Mobile Data,2026-06-02 13:56,"stable most of the time, not always Nice features, but the experience is inconsistent. in Aswan as a casual customer on Mobile Data literally 😐"
4931,WE Telecom Egypt,English,Highly Negative,1,Luxor,26-35,Casual Customer,Home Internet,2025-09-15 10:43,support takes too long Not worth the money. in Luxor as a casual customer on Home Internet honestly 😐
3777,WE Telecom Egypt,English,Highly Positive,5,Luxor,26-35,Business User,Home Internet,2025-01-05 18:35,calls are crystal clear No major issues so far. in Luxor for work on Home Internet honestly 😐
4271,WE Telecom Egypt,English,Neutral,3,Alexandria,46-60,Student,Mobile Data,2025-08-03 14:04,nothing special but acceptable in Alexandria as a student on Mobile Data honestly ...
7319,Orange Egypt,English,Highly Negative,1,Port Said,26-35,Remote Worker,Fiber Internet,2026-06-23 11:12,internet is painfully slow Totally unreliable. in Port Said as a remote worker on Fiber Internet literally 😐
3097,WE Telecom Egypt,Arabic,Neutral,3,Tanta,18-25,Student,Fiber Internet,2025-11-24 11:42,الموضوع متوسط في Tanta. أنا student. على Fiber Internet. تقريبا ..
2333,Vodafone Egypt,English,Highly Negative,1,Tanta,18-25,Casual Customer,Mobile Data,2025-07-28 00:32,way too expensive for the service Very frustrating. in Tanta as a casual customer on Mobile Data pretty much 🙂
2607,WE Telecom Egypt,Arabic,Highly Positive,5,Port Said,46-60,Gamer,Fiber Internet,2025-10-13 18:18,الشبكة قوية في منطقتي والخدمة فعلا ممتازة في Port Said. أنا gamer. على Fiber Internet. حاليا 😊
1447,Vodafone Egypt,English,Highly Positive,5,Luxor,26-35,Parent,Fiber Internet,2026-01-08 01:30,calls are crystal clear Really happy with it. in Luxor as a parent on Fiber Internet overall 🔥
9069,Etisalat Egypt,English,Positive,4,Tanta,46-60,Business User,Mobile Data,2025-11-01 02:26,calls are crystal clear I use it every day. in Tanta for work on Mobile Data sometimes 😡
5231,Orange Egypt,Arabic,Positive,4,Port Said,46-60,Parent,Fiber Internet,2025-12-24 23:18,المكالمات واضحة جدا والخدمة فعلا ممتازة في Port Said. أنا parent. على Fiber Internet. تقريبا 🙂
8593,Etisalat Egypt,Arabic,Highly Negative,1,Tanta,36-45,Remote Worker,Fiber Internet,2026-04-25 22:55,النت بطيء جدا وده مسبب لي مشكلة كبيرة في Tanta. أنا remote worker. على Fiber Internet. للأسف 🔥
5604,Orange Egypt,Arabic,Neutral,3,Ismailia,36-45,Remote Worker,Fiber Internet,2025-03-06 23:02,الموضوع متوسط في Ismailia. أنا remote worker. على Fiber Internet. حاليا 🔥
3643,WE Telecom Egypt,Arabic,Highly Negative,1,Alexandria,26-35,Business User,Home Internet,2025-09-29 05:41,فيه تأخير في الرد وكل يوم نفس المعاناة في Alexandria. للشغل. على Home Internet. يعني 🙂
3408,WE Telecom Egypt,Arabic,Negative,2,Mansoura,36-45,Parent,Fiber Internet,2025-12-15 16:51,التطبيق بيهنج وده مسبب لي مشكلة كبيرة في Mansoura. أنا parent. على Fiber Internet. حاليا ..
5259,Orange Egypt,Arabic,Positive,4,Ismailia,26-35,Gamer,Mobile Plan,2025-01-12 15:58,المكالمات واضحة جدا والخدمة فعلا ممتازة في Ismailia. أنا gamer. على Mobile Plan. تقريبا 😊
9484,Etisalat Egypt,English,Mixed,3,Giza,18-25,Parent,Fiber Internet,2025-04-11 11:55,"good coverage but expensive Good in some parts, bad in others. in Giza as a parent on Fiber Internet pretty much !!"
8367,Etisalat Egypt,Arabic,Negative,2,Cairo,46-60,Student,Mobile Data,2025-09-03 22:19,النت بطيء جدا ومش لاقي حل في Cairo. أنا student. على Mobile Data. للأسف 😕
1953,Vodafone Egypt,English,Mixed,3,Tanta,26-35,Parent,Mobile Data,2026-02-01 12:10,fast internet but poor support Decent but needs improvement. in Tanta as a parent on Mobile Data pretty much 🙂
9697,Etisalat Egypt,English,Negative,2,Port Said,46-60,Casual Customer,Mobile Data,2025-10-01 11:10,internet is painfully slow Totally unreliable. in Port Said as a casual customer on Mobile Data honestly 😡
7880,Etisalat Egypt,Arabic,Positive,4,Assiut,36-45,Remote Worker,Home Internet,2025-03-29 06:28,النت سريع ومستقر وبيوفر لي الوقت في Assiut. أنا remote worker. على Home Internet. تقريبا 😕
4562,WE Telecom Egypt,English,Mixed,3,Tanta,18-25,Remote Worker,Home Internet,2026-03-06 13:21,"fast internet but poor support Good in some parts, bad in others. in Tanta as a remote worker on Home Internet overall ..."
3578,WE Telecom Egypt,Arabic,Highly Negative,1,Port Said,26-35,Business User,Home Internet,2025-06-22 13:20,النت بطيء جدا وكل يوم نفس المعاناة في Port Said. للشغل. على Home Internet. بصراحة 😊
9843,Etisalat Egypt,English,Highly Negative,1,Giza,18-25,Heavy User,Mobile Plan,2025-04-08 09:45,internet is painfully slow Totally unreliable. in Giza as a heavy user on Mobile Plan overall 🔥
5018,Orange Egypt,Arabic,Highly Positive,5,Cairo,36-45,Parent,Mobile Plan,2026-04-15 03:07,التحميل سريع وده فرق معايا كتير في Cairo. أنا parent. على Mobile Plan. تقريبا 😊
9410,Etisalat Egypt,English,Mixed,3,Port Said,36-45,Heavy User,Fiber Internet,2026-04-12 19:59,"clear calls, but speed fluctuates Works okay, not great. in Port Said as a heavy user on Fiber Internet overall 🔥"
4912,WE Telecom Egypt,English,Highly Negative,1,Tanta,18-25,Parent,Home Internet,2025-12-11 00:44,internet is painfully slow Totally unreliable. in Tanta as a parent on Home Internet pretty much ...
4445,WE Telecom Egypt,English,Mixed,3,Tanta,18-25,Business User,Mobile Data,2025-02-18 19:06,"clear calls, but speed fluctuates Nice features, but the experience is inconsistent. in Tanta for work on Mobile Data literally 😡"
6923,Orange Egypt,English,Mixed,3,Port Said,26-35,Casual Customer,Fiber Internet,2026-03-13 15:30,"nice offers, annoying app bugs Decent but needs improvement. in Port Said as a casual customer on Fiber Internet sometimes !!"
8888,Etisalat Egypt,English,Highly Positive,5,Port Said,18-25,Parent,Mobile Plan,2025-07-03 00:00,fast internet with low latency Really happy with it. in Port Said as a parent on Mobile Plan honestly ...
4832,WE Telecom Egypt,English,Highly Negative,1,Luxor,18-25,Gamer,Mobile Plan,2025-07-12 03:46,support takes too long I keep having the same problem. in Luxor as a gamer on Mobile Plan literally !!
8174,Etisalat Egypt,Arabic,Mixed,3,Ismailia,46-60,Gamer,Home Internet,2025-04-02 06:29,المكالمات تمام بس أوقات النت يهبط بس محتاج تحسين في Ismailia. أنا gamer. على Home Internet. للأسف !!!
974,Vodafone Egypt,Arabic,Negative,2,Assiut,46-60,Business User,Mobile Plan,2025-03-11 15:26,الباقة غالية وكل يوم نفس المعاناة في Assiut. للشغل. على Mobile Plan. تقريبا 😊
2459,Vodafone Egypt,English,Highly Negative,1,Port Said,18-25,Student,Mobile Plan,2025-11-20 08:55,way too expensive for the service Totally unreliable. in Port Said as a student on Mobile Plan pretty much 🔥
8533,Etisalat Egypt,Arabic,Negative,2,Aswan,36-45,Parent,Mobile Plan,2025-09-27 03:23,النت بطيء جدا وده مسبب لي مشكلة كبيرة في Aswan. أنا parent. على Mobile Plan. بصراحة 😕
5501,Orange Egypt,Arabic,Neutral,3,Alexandria,36-45,Parent,Fiber Internet,2025-07-02 09:21,النت ماشي الحال في Alexandria. أنا parent. على Fiber Internet. تقريبا 🙂
9997,Etisalat Egypt,English,Highly Negative,1,Luxor,18-25,Business User,Fiber Internet,2025-04-03 07:44,internet is painfully slow Not worth the money. in Luxor for work on Fiber Internet honestly 🔥
6196,Orange Egypt,Arabic,Highly Negative,1,Tanta,26-35,Gamer,Home Internet,2026-06-26 18:39,خدمة العملاء سيئة وده مسبب لي مشكلة كبيرة في Tanta. أنا gamer. على Home Internet. يعني 😊
5097,Orange Egypt,Arabic,Highly Positive,5,Assiut,46-60,Heavy User,Mobile Data,2025-10-29 02:16,المكالمات واضحة جدا والخدمة فعلا ممتازة في Assiut. أنا heavy user. على Mobile Data. حاليا 🙂
6146,Orange Egypt,Arabic,Highly Negative,1,Ismailia,18-25,Gamer,Fiber Internet,2025-09-11 03:01,الباقة غالية ومش لاقي حل في Ismailia. أنا gamer. على Fiber Internet. بصراحة ..
3620,WE Telecom Egypt,Arabic,Highly Negative,1,Cairo,36-45,Casual Customer,Fiber Internet,2025-02-09 08:23,الشبكة بتقطع ومش لاقي حل في Cairo. أنا casual customer. على Fiber Internet. تقريبا 🔥
9355,Etisalat Egypt,English,Neutral,3,Giza,18-25,Elderly User,Home Internet,2025-08-13 06:38,it gets the job done in Giza as a elderly user on Home Internet overall ...
1148,Vodafone Egypt,Arabic,Highly Negative,1,Port Said,36-45,Student,Fiber Internet,2025-03-04 22:16,خدمة العملاء سيئة ومش لاقي حل في Port Said. أنا student. على Fiber Internet. بصراحة 🙂
3846,WE Telecom Egypt,English,Highly Positive,5,Luxor,46-60,Student,Mobile Data,2026-05-19 10:49,calls are crystal clear Works better than expected. in Luxor as a student on Mobile Data overall !!
2777,WE Telecom Egypt,Arabic,Positive,4,Cairo,46-60,Elderly User,Home Internet,2025-06-29 09:15,الشبكة قوية في منطقتي وده فرق معايا كتير في Cairo. أنا elderly user. على Home Internet. تقريبا 😕
5720,Orange Egypt,Arabic,Mixed,3,Ismailia,46-60,Student,Mobile Data,2025-09-10 04:54,السرعة حلوة بس الدعم ضعيف بس محتاج تحسين في Ismailia. أنا student. على Mobile Data. حاليا !!!
7698,Etisalat Egypt,Arabic,Highly Positive,5,Aswan,46-60,Gamer,Mobile Data,2025-05-23 15:29,الشبكة قوية في منطقتي والخدمة فعلا ممتازة في Aswan. أنا gamer. على Mobile Data. بصراحة 🔥
8085,Etisalat Egypt,Arabic,Neutral,3,Mansoura,18-25,Casual Customer,Home Internet,2026-05-29 10:26,الموضوع متوسط في Mansoura. أنا casual customer. على Home Internet. للأسف 🙂
5820,Orange Egypt,Arabic,Mixed,3,Cairo,46-60,Casual Customer,Mobile Plan,2025-09-20 04:03,السرعة حلوة بس الدعم ضعيف مع إن فيه عيوب واضحة في Cairo. أنا casual customer. على Mobile Plan. بصراحة !!!
7692,Etisalat Egypt,Arabic,Highly Positive,5,Alexandria,26-35,Elderly User,Home Internet,2026-01-18 19:27,المكالمات واضحة جدا وبيوفر لي الوقت في Alexandria. أنا elderly user. على Home Internet. تقريبا 😕
1939,Vodafone Egypt,English,Mixed,3,Alexandria,26-35,Heavy User,Fiber Internet,2025-04-12 20:50,"stable most of the time, not always Nice features, but the experience is inconsistent. in Alexandria as a heavy user on Fiber Internet overall 🙂"
8480,Etisalat Egypt,Arabic,Negative,2,Mansoura,36-45,Elderly User,Home Internet,2025-01-05 18:42,التطبيق بيهنج وده مسبب لي مشكلة كبيرة في Mansoura. أنا elderly user. على Home Internet. حاليا 😕
67,Vodafone Egypt,Arabic,Highly Positive,5,Giza,26-35,Heavy User,Mobile Plan,2025-09-04 22:30,الشبكة قوية في منطقتي والخدمة فعلا ممتازة في Giza. أنا heavy user. على Mobile Plan. يعني !!!
7717,Etisalat Egypt,Arabic,Positive,4,Mansoura,36-45,Heavy User,Fiber Internet,2025-08-29 04:30,العروض كويسة وده فرق معايا كتير في Mansoura. أنا heavy user. على Fiber Internet. يعني 😊
2680,WE Telecom Egypt,Arabic,Highly Positive,5,Alexandria,26-35,Remote Worker,Mobile Plan,2025-08-04 03:40,التحميل سريع ومرتاح جدًا في الاستخدام في Alexandria. أنا remote worker. على Mobile Plan. بصراحة !!!
6712,Orange Egypt,English,Neutral,3,Tanta,46-60,Gamer,Fiber Internet,2025-04-18 02:27,decent for browsing in Tanta as a gamer on Fiber Internet sometimes 😡
4468,WE Telecom Egypt,English,Mixed,3,Cairo,36-45,Student,Mobile Plan,2025-01-26 19:23,"good coverage but expensive Works okay, not great. in Cairo as a student on Mobile Plan literally 😐"
822,Vodafone Egypt,Arabic,Mixed,3,Port Said,26-35,Business User,Fiber Internet,2025-03-08 04:16,العروض ممتازة والخدمة متعبة لكن التجربة مش ثابتة في Port Said. للشغل. على Fiber Internet. للأسف ..
5426,Orange Egypt,Arabic,Neutral,3,Giza,46-60,Business User,Home Internet,2026-01-30 05:35,الموضوع متوسط في Giza. للشغل. على Home Internet. للأسف !!!
8009,Etisalat Egypt,Arabic,Neutral,3,Aswan,36-45,Parent,Home Internet,2025-04-08 05:09,استخدمه بشكل يومي في Aswan. أنا parent. على Home Internet. يعني 🙂
11,Vodafone Egypt,Arabic,Highly Positive,5,Alexandria,26-35,Heavy User,Mobile Data,2026-01-30 12:38,العروض كويسة والخدمة فعلا ممتازة في Alexandria. أنا heavy user. على Mobile Data. تقريبا 🔥
7588,Etisalat Egypt,Arabic,Highly Positive,5,Luxor,46-60,Remote Worker,Fiber Internet,2025-12-09 13:32,التحميل سريع وبيوفر لي الوقت في Luxor. أنا remote worker. على Fiber Internet. تقريبا !!!
4518,WE Telecom Egypt,English,Mixed,3,Luxor,26-35,Remote Worker,Home Internet,2025-05-18 04:28,"clear calls, but speed fluctuates Nice features, but the experience is inconsistent. in Luxor as a remote worker on Home Internet literally 🙂"
117,Vodafone Egypt,Arabic,Highly Positive,5,Cairo,18-25,Casual Customer,Mobile Plan,2026-03-13 21:06,العروض كويسة والخدمة فعلا ممتازة في Cairo. أنا casual customer. على Mobile Plan. يعني 😊
5225,Orange Egypt,Arabic,Positive,4,Luxor,36-45,Remote Worker,Mobile Plan,2025-03-27 19:53,الشبكة قوية في منطقتي ومرتاح جدًا في الاستخدام في Luxor. أنا remote worker. على Mobile Plan. يعني 😊
1881,Vodafone Egypt,English,Mixed,3,Giza,36-45,Student,Fiber Internet,2025-10-24 10:41,"fast internet but poor support Good in some parts, bad in others. in Giza as a student on Fiber Internet honestly ..."
3519,WE Telecom Egypt,Arabic,Negative,2,Luxor,46-60,Remote Worker,Fiber Internet,2025-09-04 11:51,النت بطيء جدا وكل يوم نفس المعاناة في Luxor. أنا remote worker. على Fiber Internet. تقريبا 😕
4146,WE Telecom Egypt,English,Positive,4,Tanta,18-25,Student,Home Internet,2026-03-29 15:57,reliable network in my area Really happy with it. in Tanta as a student on Home Internet overall 😡
2698,WE Telecom Egypt,Arabic,Highly Positive,5,Luxor,26-35,Elderly User,Mobile Data,2025-02-22 16:23,العروض كويسة ومرتاح جدًا في الاستخدام في Luxor. أنا elderly user. على Mobile Data. للأسف ..
5615,Orange Egypt,Arabic,Neutral,3,Alexandria,26-35,Casual Customer,Mobile Plan,2026-01-10 13:31,استخدمه بشكل يومي في Alexandria. أنا casual customer. على Mobile Plan. تقريبا 🔥
7538,Etisalat Egypt,Arabic,Highly Positive,5,Aswan,26-35,Elderly User,Fiber Internet,2026-02-16 01:26,الشبكة قوية في منطقتي وبيوفر لي الوقت في Aswan. أنا elderly user. على Fiber Internet. تقريبا 🔥
566,Vodafone Egypt,Arabic,Neutral,3,Luxor,18-25,Elderly User,Home Internet,2025-08-06 00:40,النت ماشي الحال في Luxor. أنا elderly user. على Home Internet. حاليا 🔥
5850,Orange Egypt,Arabic,Negative,2,Assiut,26-35,Parent,Fiber Internet,2026-03-19 23:16,فيه تأخير في الرد وكل يوم نفس المعاناة في Assiut. أنا parent. على Fiber Internet. يعني ..
4431,WE Telecom Egypt,English,Mixed,3,Mansoura,46-60,Remote Worker,Mobile Data,2025-10-18 05:07,"clear calls, but speed fluctuates Decent but needs improvement. in Mansoura as a remote worker on Mobile Data sometimes !!"
7598,Etisalat Egypt,Arabic,Highly Positive,5,Assiut,46-60,Parent,Fiber Internet,2025-11-16 20:11,خدمة العملاء محترمة والخدمة فعلا ممتازة في Assiut. أنا parent. على Fiber Internet. تقريبا 🔥
3328,WE Telecom Egypt,Arabic,Mixed,3,Cairo,46-60,Remote Worker,Mobile Data,2025-02-24 04:47,السرعة حلوة بس الدعم ضعيف مع إن فيه عيوب واضحة في Cairo. أنا remote worker. على Mobile Data. بصراحة 🙂
1974,Vodafone Egypt,English,Mixed,3,Tanta,36-45,Casual Customer,Mobile Data,2025-04-26 15:12,"fast internet but poor support Works okay, not great. in Tanta as a casual customer on Mobile Data honestly 🔥"
5658,Orange Egypt,Arabic,Mixed,3,Alexandria,46-60,Business User,Fiber Internet,2026-02-03 09:11,السرعة حلوة بس الدعم ضعيف مع إن فيه عيوب واضحة في Alexandria. للشغل. على Fiber Internet. بصراحة 😕
4315,WE Telecom Egypt,English,Neutral,3,Ismailia,46-60,Parent,Mobile Plan,2026-03-22 14:27,decent for browsing in Ismailia as a parent on Mobile Plan literally 🙂
4184,WE Telecom Egypt,English,Neutral,3,Luxor,46-60,Parent,Mobile Data,2025-12-05 07:25,it gets the job done in Luxor as a parent on Mobile Data literally !!
4459,WE Telecom Egypt,English,Mixed,3,Luxor,46-60,Business User,Mobile Data,2025-02-02 19:36,"clear calls, but speed fluctuates Nice features, but the experience is inconsistent. in Luxor for work on Mobile Data pretty much 😡"
7496,Orange Egypt,English,Highly Negative,1,Ismailia,18-25,Student,Mobile Plan,2025-09-09 23:38,the app keeps crashing I keep having the same problem. in Ismailia as a student on Mobile Plan overall !!
9949,Etisalat Egypt,English,Highly Negative,1,Aswan,46-60,Gamer,Home Internet,2025-11-21 06:59,signal drops often I keep having the same problem. in Aswan as a gamer on Home Internet pretty much 😐
2186,Vodafone Egypt,English,Negative,2,Alexandria,18-25,Remote Worker,Home Internet,2025-01-13 02:23,internet is painfully slow Not worth the money. in Alexandria as a remote worker on Home Internet sometimes 😐
8135,Etisalat Egypt,Arabic,Mixed,3,Assiut,36-45,Casual Customer,Fiber Internet,2026-05-10 12:35,التطبيق مفيد لكن فيه bugs بس فيه شوية مشاكل في Assiut. أنا casual customer. على Fiber Internet. بصراحة ..
3905,WE Telecom Egypt,English,Highly Positive,5,Luxor,18-25,Heavy User,Home Internet,2026-03-28 13:53,customer support was helpful Works better than expected. in Luxor as a heavy user on Home Internet overall ...
8701,Etisalat Egypt,Arabic,Highly Negative,1,Mansoura,46-60,Elderly User,Mobile Plan,2026-04-28 20:23,فيه تأخير في الرد ومش لاقي حل في Mansoura. أنا elderly user. على Mobile Plan. تقريبا !!!
3355,WE Telecom Egypt,Arabic,Negative,2,Alexandria,26-35,Student,Home Internet,2025-02-12 21:03,النت بطيء جدا وده مسبب لي مشكلة كبيرة في Alexandria. أنا student. على Home Internet. يعني 🙂
8866,Etisalat Egypt,English,Highly Positive,5,Assiut,36-45,Gamer,Mobile Plan,2026-04-26 11:56,great speed and stable coverage Works better than expected. in Assiut as a gamer on Mobile Plan overall 🙂
8298,Etisalat Egypt,Arabic,Mixed,3,Luxor,26-35,Student,Mobile Data,2026-03-26 19:33,الشبكة كويسة لكن الأسعار عالية بس فيه شوية مشاكل في Luxor. أنا student. على Mobile Data. بصراحة 🙂
196,Vodafone Egypt,Arabic,Highly Positive,5,Ismailia,46-60,Elderly User,Fiber Internet,2026-04-16 17:21,التحميل سريع وبيوفر لي الوقت في Ismailia. أنا elderly user. على Fiber Internet. حاليا 🙂
5937,Orange Egypt,Arabic,Negative,2,Cairo,18-25,Parent,Fiber Internet,2025-07-10 01:36,الشبكة بتقطع وده مسبب لي مشكلة كبيرة في Cairo. أنا parent. على Fiber Internet. تقريبا 😕
2824,WE Telecom Egypt,Arabic,Positive,4,Assiut,26-35,Remote Worker,Fiber Internet,2025-04-10 18:14,خدمة العملاء محترمة والخدمة فعلا ممتازة في Assiut. أنا remote worker. على Fiber Internet. تقريبا ..
2241,Vodafone Egypt,English,Negative,2,Aswan,36-45,Business User,Home Internet,2026-05-31 10:45,billing is confusing Very frustrating. in Aswan for work on Home Internet overall !!
3233,WE Telecom Egypt,Arabic,Mixed,3,Mansoura,36-45,Heavy User,Mobile Plan,2025-01-22 04:40,المكالمات تمام بس أوقات النت يهبط بس محتاج تحسين في Mansoura. أنا heavy user. على Mobile Plan. يعني 😕
1384,Vodafone Egypt,English,Highly Positive,5,Giza,36-45,Gamer,Home Internet,2025-02-19 17:01,great speed and stable coverage Works better than expected. in Giza as a gamer on Home Internet sometimes !!
7962,Etisalat Egypt,Arabic,Neutral,3,Port Said,18-25,Heavy User,Mobile Plan,2025-01-05 23:46,الموضوع متوسط في Port Said. أنا heavy user. على Mobile Plan. بصراحة ..
5126,Orange Egypt,Arabic,Highly Positive,5,Assiut,36-45,Casual Customer,Fiber Internet,2026-06-20 12:15,التحميل سريع وده فرق معايا كتير في Assiut. أنا casual customer. على Fiber Internet. تقريبا 🙂
3250,WE Telecom Egypt,Arabic,Mixed,3,Port Said,18-25,Student,Fiber Internet,2025-03-13 21:13,الشبكة كويسة لكن الأسعار عالية مع إن فيه عيوب واضحة في Port Said. أنا student. على Fiber Internet. حاليا !!!
1081,Vodafone Egypt,Arabic,Highly Negative,1,Alexandria,26-35,Elderly User,Home Internet,2025-10-22 23:00,الشبكة بتقطع بجد حاجة مستفزة في Alexandria. أنا elderly user. على Home Internet. للأسف ..
6677,Orange Egypt,English,Neutral,3,Alexandria,36-45,Student,Mobile Data,2025-01-27 04:15,works fine for basic use in Alexandria as a student on Mobile Data overall 🔥
7824,Etisalat Egypt,Arabic,Positive,4,Assiut,46-60,Elderly User,Mobile Data,2025-12-09 08:40,النت سريع ومستقر ومرتاح جدًا في الاستخدام في Assiut. أنا elderly user. على Mobile Data. حاليا 😕
