review_id,company,language,sentiment,rating,city,age_group,customer_type,service_type,timestamp,review_text
2019,Vodafone Egypt,Arabic,Negative,2,Mansoura,36-45,Parent,Home Internet,2026-02-06 20:13,الدعم بطيء ومش مساعد في Assiut، سنّي 46-60 والتجربة كويسة
93,Vodafone Egypt,English,Negative,2,Alexandria,46-60,Student,Fiber Internet,2025-10-29 03:23,Internet drops often in Giza honestly and it works for daily use.
2450,Vodafone Egypt,Arabic,Highly Negative,1,Luxor,18-25,Remote Worker,Mobile Data,2026-01-22 15:42,مفيش خدمة تقريبًا في Luxor، 🙂 والتجربة كويسة
6525,Orange Egypt,English,Highly Positive,5,Giza,18-25,Parent,Mobile Data,2025-08-15 09:07,Great value overall in Alexandria honestly though peak hours are rough.
7620,Orange Egypt,English,Positive,4,Aswan,46-60,Remote Worker,Fiber Internet,2025-06-02 07:11,The app works fine in Mansoura honestly but it could improve.
5390,WE Telecom Egypt,English,Positive,4,Mansoura,18-25,Gamer,Mobile Data,2026-06-21 19:25,السرعة جيدة أغلب الوقت in Cairo as a heavy user though peak hours are rough.
1821,Vodafone Egypt,English,Highly Negative,1,Cairo,18-25,Parent,Fiber Internet,2026-03-21 18:29,أسوأ خدمة على الإطلاق in Assiut honestly but it could improve.
2231,Vodafone Egypt,English,Positive,4,Assiut,18-25,Parent,Fiber Internet,2025-08-24 14:02,السرعة جيدة أغلب الوقت in Cairo honestly but it could improve.
3474,WE Telecom Egypt,Arabic,Positive,4,Aswan,36-45,Elderly User,Mobile Plan,2025-02-20 19:41,الخدمة مستقرة بشكل عام في Cairo، 🔥 لكن محتاج تحسين بسيط
1168,Vodafone Egypt,English,Neutral,3,Mansoura,18-25,Gamer,Mobile Plan,2026-02-26 22:30,Average service overall in Giza as a casual customer and it works for daily use.
4445,WE Telecom Egypt,English,Neutral,3,Tanta,36-45,Elderly User,Fiber Internet,2025-07-12 14:26,Decent but not amazing in Port Said age 26-35 and the experience is fair.
2674,Vodafone Egypt,English,Highly Positive,5,Alexandria,18-25,Parent,Mobile Data,2025-05-04 08:05,جودة شبكة ممتازة in Giza honestly and I have no major complaints.
757,Vodafone Egypt,Arabic,Positive,4,Cairo,26-35,Gamer,Home Internet,2026-01-15 01:43,النت كويس أغلب الوقت في Giza، بصراحة بس فيه شوية مشاكل
9613,Etisalat Egypt,Arabic,Positive,4,Assiut,36-45,Parent,Fiber Internet,2026-03-27 12:28,الخدمة مستقرة بشكل عام في Cairo، على Mobile Data بس فيه شوية مشاكل
3018,WE Telecom Egypt,Arabic,Positive,4,Mansoura,36-45,Parent,Mobile Data,2025-12-02 00:52,التغطية جيدة في منطقتي في Cairo، يعني أوقات بيبقى فيه بطء
3207,WE Telecom Egypt,Arabic,Highly Positive,5,Ismailia,18-25,Elderly User,Home Internet,2025-12-02 14:50,النت ممتاز جدًا في Assiut، 🙂 بس فيه شوية مشاكل
7915,Etisalat Egypt,English,Positive,4,Aswan,18-25,Business User,Mobile Plan,2025-04-27 18:29,The app works fine in Cairo as a heavy user though peak hours are rough.
244,Vodafone Egypt,Arabic,Neutral,3,Luxor,36-45,Parent,Home Internet,2026-03-27 00:42,لا حلوة ولا وحشة في Cairo، 🔥 لكن محتاج تحسين بسيط
367,Vodafone Egypt,English,Negative,2,Luxor,26-35,Business User,Mobile Data,2025-11-14 17:53,Internet drops often in Ismailia as a gamer but it could improve.
9502,Etisalat Egypt,English,Negative,2,Cairo,18-25,Parent,Mobile Data,2025-02-21 15:24,The plan feels overpriced in Aswan on Home Internet and I have no major complaints.
871,Vodafone Egypt,Arabic,Highly Negative,1,Assiut,18-25,Remote Worker,Mobile Data,2025-10-22 14:04,أسوأ تجربة في Luxor، يعني والخدمة غالبًا مستقرة
4216,WE Telecom Egypt,Arabic,Positive,4,Alexandria,36-45,Student,Fiber Internet,2025-09-26 14:35,النت كويس أغلب الوقت في Cairo، 🔥 والخدمة غالبًا مستقرة
9097,Etisalat Egypt,Arabic,Positive,4,Mansoura,46-60,Elderly User,Mobile Data,2026-06-24 14:21,التغطية جيدة في منطقتي في Giza، 🔥 لكن محتاج تحسين بسيط
1685,Vodafone Egypt,Arabic,Neutral,3,Ismailia,18-25,Parent,Mobile Data,2025-07-26 11:51,لا حلوة ولا وحشة في Tanta، 🙂 والخدمة غالبًا مستقرة
5856,Orange Egypt,Arabic,Neutral,3,Mansoura,18-25,Elderly User,Fiber Internet,2025-01-06 13:46,الخدمة عادية في Cairo، يعني لكن محتاج تحسين بسيط
726,Vodafone Egypt,English,Negative,2,Ismailia,26-35,Heavy User,Fiber Internet,2025-10-22 11:31,Internet drops often in Giza as a remote worker and the experience is fair.
2865,WE Telecom Egypt,Arabic,Highly Positive,5,Alexandria,26-35,Student,Mobile Plan,2025-08-02 06:09,الشبكة قوية ومستقرة في Assiut، يعني والخدمة غالبًا مستقرة
133,Vodafone Egypt,Arabic,Neutral,3,Assiut,18-25,Business User,Home Internet,2026-04-11 05:17,الموضوع ماشي الحال في Port Said، يعني أوقات بيبقى فيه بطء
6891,Orange Egypt,Arabic,Negative,2,Mansoura,18-25,Remote Worker,Mobile Plan,2026-06-19 12:41,الباقة مش مناسبة في Aswan، يعني والتجربة كويسة
2660,Vodafone Egypt,English,Positive,4,Assiut,36-45,Student,Mobile Plan,2025-08-11 06:03,The app works fine in Giza honestly though peak hours are rough.
9538,Etisalat Egypt,English,Highly Positive,5,Port Said,26-35,Student,Mobile Plan,2025-09-22 08:59,Calls are واضحة جدا in Ismailia 🙂 and I have no major complaints.
4902,WE Telecom Egypt,Arabic,Positive,4,Aswan,26-35,Elderly User,Mobile Plan,2026-05-23 22:11,النت كويس أغلب الوقت في Mansoura، على Mobile Data بس فيه شوية مشاكل
4279,WE Telecom Egypt,Arabic,Highly Positive,5,Luxor,46-60,Gamer,Mobile Plan,2025-11-13 05:00,الشبكة قوية ومستقرة في Giza، يعني أوقات بيبقى فيه بطء
625,Vodafone Egypt,English,Positive,4,Alexandria,36-45,Elderly User,Mobile Data,2025-09-17 22:28,Support was helpful in Mansoura age 36-45 though peak hours are rough.
4313,WE Telecom Egypt,Arabic,Highly Positive,5,Assiut,18-25,Business User,Home Internet,2025-05-16 00:28,النت ممتاز جدًا في Aswan، أنا Heavy User أوقات بيبقى فيه بطء
5026,WE Telecom Egypt,English,Negative,2,Assiut,18-25,Business User,Mobile Data,2025-12-11 09:07,The plan feels overpriced in Port Said on Mobile Plan and the experience is fair.
103,Vodafone Egypt,Arabic,Negative,2,Alexandria,36-45,Business User,Fiber Internet,2025-05-16 03:34,النت بيفصل كتير في Alexandria، 🔥 بس فيه شوية مشاكل
6133,Orange Egypt,Arabic,Highly Negative,1,Port Said,18-25,Gamer,Fiber Internet,2026-04-10 16:37,أسوأ تجربة في Tanta، بصراحة والخدمة غالبًا مستقرة
5244,WE Telecom Egypt,English,Highly Positive,5,Alexandria,26-35,Student,Mobile Plan,2025-05-25 03:23,Great value overall in Aswan honestly but it could improve.
2030,Vodafone Egypt,Arabic,Negative,2,Mansoura,46-60,Business User,Home Internet,2025-08-20 16:58,السرعة ضعيفة جدًا في Ismailia، سنّي 26-35 والتجربة كويسة
4710,WE Telecom Egypt,English,Highly Positive,5,Aswan,36-45,Gamer,Mobile Plan,2025-11-19 09:58,جودة شبكة ممتازة in Ismailia honestly and the experience is fair.
7159,Orange Egypt,Arabic,Negative,2,Mansoura,26-35,Student,Mobile Data,2025-03-22 11:38,السرعة ضعيفة جدًا في Luxor، يعني والتجربة كويسة
1999,Vodafone Egypt,Arabic,Neutral,3,Luxor,18-25,Business User,Mobile Plan,2026-03-15 15:57,الموضوع ماشي الحال في Luxor، على Home Internet والتجربة كويسة
5063,WE Telecom Egypt,Arabic,Highly Positive,5,Luxor,36-45,Parent,Mobile Plan,2025-01-11 19:42,الشبكة قوية ومستقرة في Mansoura، 🙂 والخدمة غالبًا مستقرة
3306,WE Telecom Egypt,English,Neutral,3,Port Said,26-35,Casual Customer,Home Internet,2025-02-23 04:48,Some good points and some issues in Alexandria as a student and the experience is fair.
7703,Orange Egypt,English,Positive,4,Luxor,46-60,Student,Home Internet,2026-01-13 21:24,Support was helpful in Luxor age 46-60 but it could improve.
3156,WE Telecom Egypt,English,Highly Positive,5,Luxor,46-60,Gamer,Home Internet,2025-01-18 22:33,اتصال مستقر جدا in Cairo 🙂 but it could improve.
4296,WE Telecom Egypt,English,Neutral,3,Mansoura,18-25,Heavy User,Mobile Plan,2025-04-26 16:48,Some good points and some issues in Luxor age 26-35 and I have no major complaints.
1383,Vodafone Egypt,Arabic,Highly Negative,1,Tanta,26-35,Heavy User,Home Internet,2025-04-18 05:34,أسوأ تجربة في Aswan، يعني والخدمة غالبًا مستقرة
6408,Orange Egypt,Arabic,Highly Negative,1,Mansoura,36-45,Business User,Mobile Data,2025-12-26 19:06,أسوأ تجربة في Giza، 🙂 أوقات بيبقى فيه بطء
2529,Vodafone Egypt,Arabic,Negative,2,Tanta,36-45,Gamer,Mobile Data,2025-12-09 23:52,الدعم بطيء ومش مساعد في Luxor، سنّي 36-45 لكن محتاج تحسين بسيط
8993,Etisalat Egypt,Arabic,Positive,4,Cairo,26-35,Heavy User,Home Internet,2026-04-25 11:03,النت كويس أغلب الوقت في Alexandria، سنّي 26-35 والخدمة غالبًا مستقرة
9880,Etisalat Egypt,Arabic,Positive,4,Alexandria,18-25,Remote Worker,Home Internet,2025-12-21 20:18,النت كويس أغلب الوقت في Assiut، سنّي 18-25 بس فيه شوية مشاكل
8574,Etisalat Egypt,English,Highly Positive,5,Port Said,18-25,Student,Fiber Internet,2025-04-14 11:00,Great value overall in Cairo 🙂 and the experience is fair.
6028,Orange Egypt,Arabic,Highly Positive,5,Alexandria,18-25,Remote Worker,Mobile Plan,2025-05-12 06:58,خدمة محترمة بصراحة في Alexandria، يعني والتجربة كويسة
4093,WE Telecom Egypt,Arabic,Highly Positive,5,Ismailia,36-45,Parent,Mobile Data,2025-05-05 00:29,الشبكة قوية ومستقرة في Aswan، بصراحة والتجربة كويسة
8905,Etisalat Egypt,English,Highly Positive,5,Alexandria,18-25,Student,Mobile Plan,2026-06-13 08:30,Calls are واضحة جدا in Tanta on Mobile Data and it works for daily use.
6658,Orange Egypt,English,Highly Positive,5,Alexandria,26-35,Remote Worker,Home Internet,2025-08-01 15:35,Calls are واضحة جدا in Aswan honestly and it works for daily use.
3636,WE Telecom Egypt,English,Neutral,3,Cairo,46-60,Elderly User,Fiber Internet,2026-01-09 17:45,It gets the job done in Alexandria as a remote worker and the experience is fair.
5055,WE Telecom Egypt,English,Highly Positive,5,Giza,36-45,Casual Customer,Home Internet,2025-11-30 21:28,Great value overall in Port Said 🙂 but it could improve.
1992,Vodafone Egypt,English,Positive,4,Cairo,46-60,Parent,Fiber Internet,2026-01-21 15:15,The app works fine in Luxor overall and it works for daily use.
3595,WE Telecom Egypt,English,Highly Positive,5,Aswan,46-60,Elderly User,Mobile Data,2025-10-10 04:20,Calls are واضحة جدا in Port Said as a business user and I have no major complaints.
3083,WE Telecom Egypt,Arabic,Negative,2,Alexandria,18-25,Heavy User,Fiber Internet,2025-03-23 18:56,الباقة مش مناسبة في Ismailia، على Mobile Data والخدمة غالبًا مستقرة
5541,WE Telecom Egypt,English,Positive,4,Alexandria,26-35,Casual Customer,Mobile Data,2025-07-05 21:40,Support was helpful in Port Said overall and the experience is fair.
8738,Etisalat Egypt,English,Negative,2,Assiut,36-45,Parent,Mobile Plan,2025-03-01 20:17,The plan feels overpriced in Port Said overall though peak hours are rough.
4697,WE Telecom Egypt,English,Positive,4,Tanta,36-45,Student,Home Internet,2026-06-24 02:39,Support was helpful in Ismailia on Home Internet and I have no major complaints.
113,Vodafone Egypt,English,Positive,4,Port Said,26-35,Gamer,Mobile Data,2025-02-05 12:00,Support was helpful in Luxor as a gamer and it works for daily use.
1037,Vodafone Egypt,English,Neutral,3,Ismailia,46-60,Business User,Fiber Internet,2025-09-26 06:50,It gets the job done in Luxor as a casual customer but it could improve.
6856,Orange Egypt,English,Neutral,3,Luxor,46-60,Business User,Fiber Internet,2025-11-27 22:17,It gets the job done in Alexandria age 36-45 and it works for daily use.
8095,Etisalat Egypt,Arabic,Highly Positive,5,Port Said,46-60,Casual Customer,Mobile Data,2025-12-18 16:20,الشبكة قوية ومستقرة في Assiut، أنا Parent بس فيه شوية مشاكل
2710,WE Telecom Egypt,Arabic,Highly Positive,5,Luxor,26-35,Business User,Mobile Plan,2025-07-18 19:16,الشبكة قوية ومستقرة في Alexandria، 🙂 والخدمة غالبًا مستقرة
9060,Etisalat Egypt,English,Negative,2,Mansoura,26-35,Gamer,Mobile Data,2025-09-18 07:19,Speed is too slow in Alexandria age 46-60 and the experience is fair.
2386,Vodafone Egypt,English,Highly Positive,5,Luxor,26-35,Gamer,Mobile Data,2026-02-09 08:28,Great value overall in Ismailia overall and I have no major complaints.
7278,Orange Egypt,Arabic,Highly Positive,5,Port Said,36-45,Gamer,Mobile Data,2026-05-09 06:08,المكالمات واضحة جدًا في Aswan، يعني بس فيه شوية مشاكل
6111,Orange Egypt,Arabic,Neutral,3,Cairo,46-60,Elderly User,Mobile Data,2025-06-23 16:54,فيه مميزات وعيوب في Port Said، 🔥 لكن محتاج تحسين بسيط
9665,Etisalat Egypt,Arabic,Positive,4,Mansoura,36-45,Remote Worker,Mobile Plan,2026-04-30 21:33,التغطية جيدة في منطقتي في Port Said، أنا Casual Customer والخدمة غالبًا مستقرة
7309,Orange Egypt,Arabic,Highly Positive,5,Tanta,46-60,Heavy User,Home Internet,2025-02-22 22:41,الشبكة قوية ومستقرة في Ismailia، على Mobile Data بس فيه شوية مشاكل
9177,Etisalat Egypt,English,Positive,4,Tanta,18-25,Parent,Home Internet,2026-03-01 13:53,Coverage is solid in my area in Aswan age 46-60 and the experience is fair.
8914,Etisalat Egypt,Arabic,Neutral,3,Tanta,26-35,Heavy User,Mobile Plan,2026-06-19 16:35,الخدمة عادية في Ismailia، سنّي 36-45 لكن محتاج تحسين بسيط
7534,Orange Egypt,English,Negative,2,Mansoura,26-35,Heavy User,Mobile Plan,2025-02-24 17:14,Internet drops often in Luxor on Mobile Plan and I have no major complaints.
3146,WE Telecom Egypt,English,Positive,4,Luxor,26-35,Gamer,Home Internet,2025-05-07 06:08,Support was helpful in Ismailia overall though peak hours are rough.
2980,WE Telecom Egypt,Arabic,Neutral,3,Tanta,26-35,Elderly User,Mobile Data,2026-01-06 18:04,الخدمة عادية في Cairo، أنا Remote Worker والتجربة كويسة
2373,Vodafone Egypt,Arabic,Positive,4,Tanta,26-35,Elderly User,Mobile Data,2026-03-17 20:51,التغطية جيدة في منطقتي في Aswan، على Home Internet أوقات بيبقى فيه بطء
2097,Vodafone Egypt,English,Positive,4,Mansoura,36-45,Remote Worker,Mobile Data,2025-07-01 17:44,Support was helpful in Cairo as a parent and it works for daily use.
7707,Orange Egypt,English,Negative,2,Aswan,36-45,Parent,Fiber Internet,2025-04-24 21:31,Speed is too slow in Aswan !! and it works for daily use.
3434,WE Telecom Egypt,English,Positive,4,Cairo,46-60,Elderly User,Fiber Internet,2025-08-16 16:49,Coverage is solid in my area in Giza on Home Internet and the experience is fair.
1156,Vodafone Egypt,English,Highly Positive,5,Tanta,46-60,Student,Home Internet,2025-11-12 22:52,Calls are واضحة جدا in Assiut 🙂 and I have no major complaints.
1042,Vodafone Egypt,English,Negative,2,Giza,36-45,Student,Mobile Plan,2025-01-17 15:56,Customer support is unhelpful in Alexandria !! and I have no major complaints.
866,Vodafone Egypt,Arabic,Neutral,3,Mansoura,26-35,Elderly User,Fiber Internet,2025-08-31 07:12,الخدمة عادية في Aswan، سنّي 26-35 لكن محتاج تحسين بسيط
2723,WE Telecom Egypt,Arabic,Highly Positive,5,Aswan,26-35,Heavy User,Mobile Plan,2025-01-04 05:27,المكالمات واضحة جدًا في Alexandria، بصراحة أوقات بيبقى فيه بطء
8060,Etisalat Egypt,English,Neutral,3,Mansoura,18-25,Business User,Home Internet,2026-03-07 16:26,It gets the job done in Tanta 🙂 and I have no major complaints.
793,Vodafone Egypt,English,Positive,4,Cairo,18-25,Student,Mobile Plan,2025-04-28 05:07,Support was helpful in Assiut !! though peak hours are rough.
8989,Etisalat Egypt,Arabic,Negative,2,Assiut,46-60,Gamer,Mobile Plan,2025-05-20 12:29,الدعم بطيء ومش مساعد في Assiut، 🔥 بس فيه شوية مشاكل
1791,Vodafone Egypt,Arabic,Neutral,3,Port Said,26-35,Business User,Home Internet,2025-08-26 01:22,فيه مميزات وعيوب في Giza، على Fiber Internet لكن محتاج تحسين بسيط
9886,Etisalat Egypt,English,Highly Positive,5,Mansoura,46-60,Student,Home Internet,2026-02-12 18:39,Calls are واضحة جدا in Mansoura honestly and I have no major complaints.
6405,Orange Egypt,Arabic,Highly Negative,1,Tanta,36-45,Business User,Mobile Plan,2026-03-17 20:13,مفيش خدمة تقريبًا في Mansoura، على Home Internet أوقات بيبقى فيه بطء
242,Vodafone Egypt,English,Neutral,3,Mansoura,36-45,Parent,Home Internet,2026-05-09 00:41,It gets the job done in Port Said !! and the experience is fair.
2801,WE Telecom Egypt,English,Highly Positive,5,Giza,18-25,Heavy User,Fiber Internet,2025-05-01 23:21,Calls are واضحة جدا in Assiut honestly but it could improve.
2026,Vodafone Egypt,English,Positive,4,Cairo,36-45,Remote Worker,Home Internet,2025-03-19 05:35,The app works fine in Giza honestly and it works for daily use.
2935,WE Telecom Egypt,English,Neutral,3,Luxor,18-25,Business User,Fiber Internet,2026-03-27 08:38,Average service overall in Ismailia honestly though peak hours are rough.
630,Vodafone Egypt,Arabic,Negative,2,Giza,36-45,Student,Home Internet,2025-07-29 11:07,الدعم بطيء ومش مساعد في Luxor، يعني أوقات بيبقى فيه بطء
414,Vodafone Egypt,Arabic,Highly Negative,1,Port Said,18-25,Gamer,Mobile Data,2025-11-28 19:38,أسوأ تجربة في Ismailia، يعني والخدمة غالبًا مستقرة
9100,Etisalat Egypt,English,Highly Negative,1,Cairo,26-35,Business User,Fiber Internet,2025-04-16 04:46,Barely any signal in Tanta age 36-45 but it could improve.
5137,WE Telecom Egypt,English,Positive,4,Aswan,36-45,Heavy User,Fiber Internet,2025-12-18 10:24,The app works fine in Port Said on Mobile Plan and the experience is fair.
2620,Vodafone Egypt,Arabic,Positive,4,Assiut,26-35,Elderly User,Mobile Plan,2025-02-09 03:55,النت كويس أغلب الوقت في Tanta، بصراحة والتجربة كويسة
4107,WE Telecom Egypt,Arabic,Positive,4,Aswan,36-45,Business User,Fiber Internet,2025-11-23 05:44,التطبيق مفيد وسهل في Assiut، أنا Heavy User بس فيه شوية مشاكل
8319,Etisalat Egypt,English,Neutral,3,Ismailia,18-25,Student,Mobile Plan,2025-04-18 03:28,Decent but not amazing in Alexandria !! and it works for daily use.
9130,Etisalat Egypt,Arabic,Highly Positive,5,Tanta,18-25,Casual Customer,Mobile Plan,2026-06-03 00:05,المكالمات واضحة جدًا في Alexandria، يعني أوقات بيبقى فيه بطء
3040,WE Telecom Egypt,Arabic,Negative,2,Aswan,36-45,Remote Worker,Mobile Plan,2025-06-07 04:11,الدعم بطيء ومش مساعد في Tanta، أنا Parent والتجربة كويسة
850,Vodafone Egypt,Arabic,Highly Negative,1,Luxor,26-35,Casual Customer,Mobile Plan,2025-12-03 20:21,خسارة في الفلوس في Tanta، أنا Student لكن محتاج تحسين بسيط
3717,WE Telecom Egypt,English,Highly Positive,5,Port Said,18-25,Gamer,Home Internet,2026-05-18 21:59,Calls are واضحة جدا in Aswan 🙂 and the experience is fair.
9616,Etisalat Egypt,English,Positive,4,Aswan,18-25,Elderly User,Home Internet,2026-01-30 18:04,السرعة جيدة أغلب الوقت in Giza on Home Internet and the experience is fair.
8479,Etisalat Egypt,English,Highly Positive,5,Giza,36-45,Casual Customer,Home Internet,2025-08-23 16:30,Calls are واضحة جدا in Assiut honestly but it could improve.
9531,Etisalat Egypt,Arabic,Neutral,3,Ismailia,18-25,Parent,Home Internet,2025-01-31 16:02,الموضوع ماشي الحال في Alexandria، 🔥 بس فيه شوية مشاكل
9000,Etisalat Egypt,English,Highly Negative,1,Port Said,18-25,Elderly User,Fiber Internet,2025-01-30 00:28,Complete waste of money in Mansoura 🙂 but it could improve.
2144,Vodafone Egypt,Arabic,Positive,4,Ismailia,26-35,Heavy User,Home Internet,2025-02-22 19:05,التطبيق مفيد وسهل في Assiut، 🙂 بس فيه شوية مشاكل
6512,Orange Egypt,English,Negative,2,Mansoura,36-45,Student,Mobile Data,2026-02-07 04:08,Speed is too slow in Assiut age 18-25 but it could improve.
7508,Orange Egypt,English,Neutral,3,Giza,46-60,Elderly User,Fiber Internet,2025-04-29 14:05,Average service overall in Cairo age 46-60 and it works for daily use.
2369,Vodafone Egypt,English,Highly Positive,5,Alexandria,18-25,Student,Home Internet,2025-10-18 13:18,Calls are واضحة جدا in Ismailia honestly though peak hours are rough.
7032,Orange Egypt,English,Negative,2,Aswan,46-60,Casual Customer,Home Internet,2025-03-31 03:07,Internet drops often in Alexandria 🙂 but it could improve.
8471,Etisalat Egypt,English,Negative,2,Aswan,46-60,Student,Home Internet,2025-07-15 05:37,Internet drops often in Luxor as a gamer and it works for daily use.
1790,Vodafone Egypt,Arabic,Positive,4,Ismailia,18-25,Gamer,Fiber Internet,2025-08-27 04:20,التطبيق مفيد وسهل في Alexandria، 🙂 أوقات بيبقى فيه بطء
3560,WE Telecom Egypt,English,Negative,2,Aswan,36-45,Elderly User,Home Internet,2025-12-10 15:54,Internet drops often in Assiut !! but it could improve.
5110,WE Telecom Egypt,Arabic,Negative,2,Giza,46-60,Business User,Fiber Internet,2025-04-18 10:50,الدعم بطيء ومش مساعد في Ismailia، 🔥 والخدمة غالبًا مستقرة
8166,Etisalat Egypt,English,Highly Positive,5,Mansoura,36-45,Parent,Fiber Internet,2025-01-28 04:47,Great value overall in Cairo on Mobile Data and the experience is fair.
7286,Orange Egypt,English,Highly Negative,1,Assiut,18-25,Heavy User,Home Internet,2026-02-04 12:19,Complete waste of money in Aswan age 18-25 but it could improve.
796,Vodafone Egypt,English,Highly Negative,1,Giza,36-45,Casual Customer,Fiber Internet,2025-10-02 09:13,Barely any signal in Giza !! and it works for daily use.
1430,Vodafone Egypt,Arabic,Highly Positive,5,Alexandria,36-45,Remote Worker,Mobile Data,2026-05-03 07:58,خدمة محترمة بصراحة في Assiut، 🔥 أوقات بيبقى فيه بطء
6864,Orange Egypt,Arabic,Negative,2,Aswan,46-60,Parent,Mobile Data,2025-09-02 03:41,الباقة مش مناسبة في Luxor، بصراحة والخدمة غالبًا مستقرة
6420,Orange Egypt,Arabic,Highly Positive,5,Ismailia,18-25,Heavy User,Fiber Internet,2026-06-28 18:14,خدمة محترمة بصراحة في Port Said، يعني والخدمة غالبًا مستقرة
1128,Vodafone Egypt,English,Positive,4,Assiut,18-25,Business User,Mobile Data,2026-02-16 23:45,Coverage is solid in my area in Ismailia as a business user and I have no major complaints.
9498,Etisalat Egypt,Arabic,Neutral,3,Assiut,26-35,Heavy User,Mobile Plan,2025-12-02 08:27,الخدمة عادية في Luxor، سنّي 26-35 والتجربة كويسة
6645,Orange Egypt,Arabic,Highly Positive,5,Tanta,18-25,Casual Customer,Mobile Plan,2025-03-06 21:48,الشبكة قوية ومستقرة في Ismailia، سنّي 26-35 والتجربة كويسة
4746,WE Telecom Egypt,Arabic,Negative,2,Luxor,26-35,Gamer,Fiber Internet,2025-03-24 21:45,الدعم بطيء ومش مساعد في Alexandria، 🙂 والتجربة كويسة
2734,WE Telecom Egypt,Arabic,Positive,4,Ismailia,26-35,Heavy User,Mobile Data,2026-05-07 04:10,التغطية جيدة في منطقتي في Cairo، يعني أوقات بيبقى فيه بطء
1505,Vodafone Egypt,English,Neutral,3,Aswan,18-25,Student,Fiber Internet,2025-11-27 15:32,Average service overall in Giza honestly but it could improve.
899,Vodafone Egypt,English,Positive,4,Aswan,26-35,Gamer,Mobile Data,2026-06-24 15:29,السرعة جيدة أغلب الوقت in Aswan overall but it could improve.
2700,Vodafone Egypt,English,Highly Positive,5,Alexandria,18-25,Elderly User,Mobile Plan,2025-04-19 04:19,جودة شبكة ممتازة in Giza on Mobile Data and I have no major complaints.
4515,WE Telecom Egypt,English,Highly Negative,1,Luxor,18-25,Casual Customer,Home Internet,2025-06-14 16:57,أسوأ خدمة على الإطلاق in Alexandria on Home Internet though peak hours are rough.
1863,Vodafone Egypt,English,Highly Negative,1,Tanta,18-25,Student,Mobile Data,2025-07-18 17:57,Complete waste of money in Port Said on Fiber Internet but it could improve.
5986,Orange Egypt,English,Negative,2,Aswan,46-60,Casual Customer,Home Internet,2025-03-10 07:43,Internet drops often in Aswan as a heavy user and the experience is fair.
1073,Vodafone Egypt,English,Positive,4,Assiut,26-35,Student,Home Internet,2025-09-13 02:29,The app works fine in Aswan !! and the experience is fair.
3861,WE Telecom Egypt,Arabic,Neutral,3,Cairo,26-35,Heavy User,Fiber Internet,2025-09-24 14:17,الموضوع ماشي الحال في Port Said، سنّي 46-60 والخدمة غالبًا مستقرة
9449,Etisalat Egypt,Arabic,Highly Positive,5,Tanta,18-25,Gamer,Home Internet,2025-01-20 15:19,الشبكة قوية ومستقرة في Cairo، سنّي 36-45 والخدمة غالبًا مستقرة
5743,WE Telecom Egypt,Arabic,Positive,4,Cairo,36-45,Remote Worker,Mobile Data,2026-06-14 08:42,التطبيق مفيد وسهل في Aswan، أنا Gamer أوقات بيبقى فيه بطء
7939,Etisalat Egypt,English,Positive,4,Cairo,18-25,Casual Customer,Fiber Internet,2026-05-02 20:29,Coverage is solid in my area in Aswan honestly and the experience is fair.
6188,Orange Egypt,Arabic,Highly Positive,5,Assiut,18-25,Student,Mobile Data,2026-02-09 09:06,الشبكة قوية ومستقرة في Port Said، يعني بس فيه شوية مشاكل
2469,Vodafone Egypt,Arabic,Highly Negative,1,Alexandria,18-25,Heavy User,Mobile Data,2025-04-16 09:59,خسارة في الفلوس في Luxor، على Mobile Data والخدمة غالبًا مستقرة
1522,Vodafone Egypt,Arabic,Positive,4,Mansoura,18-25,Gamer,Home Internet,2025-04-26 04:43,التطبيق مفيد وسهل في Aswan، يعني والخدمة غالبًا مستقرة
1740,Vodafone Egypt,Arabic,Neutral,3,Tanta,46-60,Remote Worker,Mobile Plan,2025-08-20 03:36,الموضوع ماشي الحال في Ismailia، سنّي 26-35 والتجربة كويسة
9176,Etisalat Egypt,Arabic,Negative,2,Mansoura,26-35,Elderly User,Mobile Data,2026-01-20 23:17,السرعة ضعيفة جدًا في Cairo، بصراحة بس فيه شوية مشاكل
3671,WE Telecom Egypt,English,Highly Positive,5,Assiut,18-25,Student,Home Internet,2026-02-17 13:37,اتصال مستقر جدا in Tanta !! and it works for daily use.
9439,Etisalat Egypt,Arabic,Positive,4,Alexandria,46-60,Parent,Mobile Plan,2025-07-08 14:38,النت كويس أغلب الوقت في Tanta، سنّي 26-35 أوقات بيبقى فيه بطء
4615,WE Telecom Egypt,Arabic,Neutral,3,Aswan,36-45,Parent,Mobile Plan,2026-05-23 09:32,الموضوع ماشي الحال في Port Said، بصراحة أوقات بيبقى فيه بطء
7944,Etisalat Egypt,Arabic,Positive,4,Mansoura,36-45,Gamer,Fiber Internet,2025-03-02 12:17,الخدمة مستقرة بشكل عام في Mansoura، يعني لكن محتاج تحسين بسيط
7037,Orange Egypt,Arabic,Highly Positive,5,Aswan,36-45,Elderly User,Home Internet,2025-08-26 14:48,النت ممتاز جدًا في Aswan، سنّي 36-45 والتجربة كويسة
9680,Etisalat Egypt,Arabic,Highly Positive,5,Ismailia,18-25,Student,Fiber Internet,2025-07-25 16:48,المكالمات واضحة جدًا في Assiut، 🙂 والتجربة كويسة
